what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1400856131564
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1400856131564
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1400856131564
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1400856131564
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1400856131564
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1400856131564
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1400856131564
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1400856131564
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1400856131564
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1400856131564
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1400856131564
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1400856131564
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1400856131564
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1400856131564
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1400856131580
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1400856131580
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1400856131580
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1400856131580
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1400856131580
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1400856131580
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1400856131580
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1400856131580
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1400856131580
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1400856131580
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1400856131580
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1400856131580
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1400856131580
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1400856131580
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1400856131580
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1400856131580
os,sysinfo,,,"win32",1400856131580
arch,sysinfo,,,"x86",1400856131580
ws,sysinfo,,,"win32",1400856131580
locale,sysinfo,,,"zh_CN",1400856131580
processors,sysinfo,,,"4",1400856131580
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1400856131580
java.runtime.version,sysinfo,,,"1.6.0_35-b10",1400856131580
java.specification.name,sysinfo,,,"Java Platform API Specification",1400856131580
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1400856131580
java.specification.version,sysinfo,,,"1.6",1400856131580
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1400856131580
java.version,sysinfo,,,"1.6.0_35",1400856131580
java.vm.info,sysinfo,,,"mixed mode",1400856131580
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1400856131580
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1400856131580
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1400856131580
java.vm.specification.version,sysinfo,,,"1.0",1400856131580
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1400856131580
java.vm.version,sysinfo,,,"20.10-b01",1400856131580
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1400856132625
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400856133608
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400856136447
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400856143949
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400856185508
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1400856185539
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1400856185539
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400856198097
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400856221591
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1400856221622
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1400856221622
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400856227097
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400856231403
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400856231684
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1400856232292
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1400856232292
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1400856232713
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1400856232729
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1400856232729
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1400856232729
